p_Licenciatura en Teología Tunja,Situacion Acad Cod,p_Licenciatura en Teología,p_Lic Ciencias Religiosas,s_TEOLO,Promedio Acumulado,p_Odontología,p_Lic Ed Básica H y L Castellana,s_ARTV2,ccmax_Ingeniería Mecánica y Eléctrica,internacional,p_Historia,ccmax_Odontología,Benef. Beca,ta_MLP,p_Sociología,ccmin_Estadística y Análisis de Datos,ccmax_Estadística y Análisis de Datos,dn_ANT,ccmin_Física,Mult Programa,ccmin_Mercadeo y Ventas,ccmin_Programación y Ciencia de Datos,p_Microbiología Industrial,s_CTDPD,ccmax_Lengua y Literatura Española,Promedio ciclo,Max_Ciclo,s_MAGRV,s_DRCH2,p_Ingeniería Electrónica,s_FINA2,p_Derecho,p_Artes Visuales,ccmax_Ciencia Política,p_Nutrición y Dietética,ccmax_Tecnología y Computación,p_Estudios Literarios,p_Economía,p_Química Farmacéutica,p_Ingeniería Mecatrónica,ccmin_Administración y Emprendimiento,p_Finanzas,p_Lic en Educación Infantil,ta_TRL,ccmax_Artes Visuales,ccmax_Química,s_BACTE,ccmin_Comunicación y Medios,dn_VAL,ccmax_Programación y Ciencia de Datos,ccmin_Ingeniería Mecánica y Eléctrica,Créditos Inscritos y Aprobados Ciclo,s_LLMOD,s_RLINT,s_PSIC2,ccmin_Artes Visuales,s_COMSC,cd_Bogotá D.C.,ccmin_Lengua y Literatura Española,Sexo,ccmin_Derecho,ccmax_Psicología,p_Ingeniería Mecánica,ccmax_Mercadeo y Ventas,ccmin_Biología,Cant_Perdidas,dn_CUN,dn_MET,ccmax_Idiomas Extranjeros,s_IELEC,dn_BOG,ccmin_Danza,s_MEDIC,Créditos Inscritos en Ciclo,p_Ecología,ccmin_Nutrición y Alimentación,Materias_Vistas,ccmax_Comunicación y Medios,p_Ingeniería de Sistemas,s_ARQUI,ta_IPS,s_IMECA,ccmin_Idiomas Extranjeros,dn_ATL,ccmax_Educación Física y Deportes,p_Administración de Empresas,s_NUTDT,s_ICIVL,ccmax_Administración y Emprendimiento,ccmin_Ciencias Sociales,s_PSICO,p_Microbiolg Agric y Veterinaria,dn_BOL,ccmin_Proyectos y Talleres,dn_ARA,ccmin_Arquitectura y Construcción,dn_LAG,p_Artes Escénicas,Total Créditos Acumula Tomados,p_Ciencia Política,Cred_Max_Calif_Ciclo,p_Cs.Información-Bibliotecología,s_LITER,ccmin_Cine y Fotografía,Total Créditos Acumu Aprobados,ccmin_Educación y Pedagogía,p_Teología,dn_TOL,ccmax_Filosofía y Ética,ccmin_Ciencia Política,Edad,p_Diseño Industrial,dn_STD,p_Contaduría Pública,ccmax_Cine y Fotografía,s_SOCI2,p_Ingeniería Civil,p_Ciencia de Datos,s_ARES2,dn_CAS,Cred_Min_Calif_Ciclo,s_ANTR2,Rango_Ponderado_Ciclo,s_FILOS,ccmax_Educación y Pedagogía,ccmin_Filosofía y Ética,dn_BOY,Min_Ciclo,ccmax_Matemáticas,p_Informática Matemática,p_Comunicación Social,dn_QUI,ccmax_Ciencias Sociales,s_ECONM,dn_NAR,s_LTEOT,ccmin_Matemáticas,s_ADMD,ccmax_Medicina y Enfermería,s_INFBN,p_Matemáticas,s_HIST2,p_Bioingeniería,ccmin_Medicina y Enfermería,ccmin_Música e Interpretación,p_Ingeniería Industrial,p_Antropología,ccmax_Derecho,Ciclo Admisión,ccmax_Proyectos y Talleres,ccmin_Religión y Teología,dn_CAL,s_EMSCL,s_LTEOL,s_CRELV,Ciclo,desercion
0,0,0,0,1,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20.0,0,2,0,0,0,20.0,0,1,0,0,0,38,0,0,0,0,0,0,0,0,0,3,0,9.2,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810,1,0,0,0,0,0,1810,0.0
0,0,0,0,1,4.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.63,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40.0,0,2,0,0,0,40.0,0,1,0,0,0,38,0,0,0,0,0,0,0,0,0,4,0,7.8,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810,1,0,0,0,0,0,1830,0.0
